    0.301911095106947858E+00    0.707012652539430348E+02   -0.424385007108298851E-01   -0.755729564231168993E+00   -0.148578864469835192E+01    0.219713234423520865E-01   -0.582687804892103941E+03
    0.317981575822941065E+00    0.683596195218249676E+02    0.535274979558266750E-01   -0.109521453499100807E+01    0.420467192952249214E+00    0.225351225033656385E-01   -0.581711594233512415E+03
    0.298866439661785666E+00    0.706265023271455874E+02   -0.426768991970689626E-01   -0.878291644743350641E+00   -0.739545134852845010E+00    0.221337413168058508E-01   -0.579547832388676625E+03
    0.301552013282532894E+00    0.704176783473193666E+02    0.506011762794855713E-03   -0.106071271341340800E+01    0.245158272642669317E-01    0.221575613678045846E-01   -0.579409621334119038E+03
    0.307090717249298317E+00    0.695101288676990237E+02    0.209937912150479633E-01   -0.959041437252576845E+00   -0.152781884665682988E+00    0.223828163373968672E-01   -0.579358441246740426E+03
    0.289120260706962062E+00    0.714755186656571766E+02   -0.151317773930657040E-01   -0.112889494210442320E+01    0.212175951529311568E+00    0.222437221474965051E-01   -0.579283429474961736E+03
    0.280065960153701166E+00    0.719944788799522541E+02   -0.273738188253602743E-01   -0.118562898328962607E+01    0.559031022917442666E+00    0.229008916370572399E-01   -0.579266719362077197E+03
    0.293966793420160133E+00    0.711431950947829250E+02   -0.496783424800426587E-01   -0.935284702245344768E+00   -0.567603293421137245E+00    0.222091361861154052E-01   -0.579078106883948408E+03
    0.297680626284005656E+00    0.697948389931179918E+02    0.152000275316837019E-01   -0.115994411575460976E+01    0.647389117503080591E+00    0.228022853060230041E-01   -0.578966861468641014E+03
    0.303111624508626332E+00    0.693933230404148134E+02   -0.248318034658012721E-02   -0.867693488076906050E+00   -0.406333157980666826E+00    0.222706034702143396E-01   -0.578950057693775307E+03
    0.290270961626011348E+00    0.701753953174687268E+02    0.510642160458019134E-02   -0.114200201826378711E+01    0.657370618352335345E+00    0.230889609872693517E-01   -0.578833961854211452E+03
    0.298810655443687956E+00    0.699383331128935026E+02   -0.718168824262477301E-02   -0.850890426577590286E+00   -0.583263649909821602E+00    0.224098995257691509E-01   -0.578678209993078553E+03
    0.318991344305355362E+00    0.678492094854083092E+02    0.303994502296092151E-01   -0.773039049951458779E+00   -0.623068396654824497E+00    0.223098227271710838E-01   -0.578601525289997994E+03
    0.317007424181805553E+00    0.686192199687236553E+02    0.490090833740381981E-01   -0.987859159382010521E+00    0.261930437724711140E-02    0.224617524856502646E-01   -0.578521442599386887E+03
    0.313687842775257963E+00    0.676814094030149249E+02    0.581839384341904520E-01   -0.960624620640620375E+00    0.285681770841966109E+00    0.230999188263059096E-01   -0.578340913879782875E+03
    0.306225529778578476E+00    0.699968060898294482E+02   -0.214741674060618948E-01   -0.882664586207279278E+00   -0.654520242872949964E+00    0.225093175979358684E-01   -0.578280709441762610E+03
    0.294060573092116029E+00    0.694250892999178717E+02    0.276008942602459229E-01   -0.106661320763585077E+01    0.514392953129803043E+00    0.230726818171705164E-01   -0.578259971940524906E+03
    0.317259719694263254E+00    0.676795642528691985E+02    0.525851293461556679E-01   -0.874006464386179793E+00   -0.136130011364701708E+00    0.227056190991695474E-01   -0.578221685429403124E+03
    0.289005544385930735E+00    0.712495196379804412E+02   -0.537307662726860258E-01   -0.865868512678288127E+00   -0.594596636675221557E+00    0.227965828377710983E-01   -0.578187058557733735E+03
    0.284892429499625455E+00    0.720216010996045384E+02   -0.573636415213627515E-01   -0.891397845349170659E+00   -0.729275292060996172E+00    0.226141045820524335E-01   -0.578180123129732351E+03
    0.320281288259100128E+00    0.679089963765179192E+02    0.511012315005885398E-01   -0.102667212581340372E+01    0.262696469092905005E+00    0.223524359455410764E-01   -0.578003507507258519E+03
    0.311429025322505937E+00    0.687812378869285652E+02    0.610465559405071190E-02   -0.888080639114172232E+00   -0.341929273411496037E+00    0.223604997107304700E-01   -0.577922305737621059E+03
    0.312187118900609739E+00    0.696568545288420466E+02   -0.169663152898280600E-01   -0.798944876272081217E+00   -0.108545177739155774E+01    0.222184975158230824E-01   -0.577920710330021734E+03
    0.280254053853236429E+00    0.717756860522048896E+02   -0.435044065325271845E-01   -0.100676633544590177E+01   -0.535770417815495392E-01    0.226529145386989671E-01   -0.577808725233891892E+03
    0.314894883593005992E+00    0.683260308747506571E+02    0.265462622116672264E-01   -0.803809383706820757E+00   -0.549152224740300898E+00    0.226758737045078262E-01   -0.577735274795055261E+03
    0.321072795866047089E+00    0.681273180474837261E+02    0.189186384463724266E-01   -0.756013089954867379E+00   -0.799073390539246198E+00    0.225967801141904456E-01   -0.577729719590520972E+03
    0.301775786167275850E+00    0.694635559344720264E+02    0.166878935517758009E-01   -0.911420925585399999E+00   -0.234631157442402039E+00    0.225778586491651029E-01   -0.577709248304754624E+03
    0.316770222740404783E+00    0.690483997689637334E+02    0.200769808675360650E-01   -0.867575405145753820E+00   -0.669869908778320422E+00    0.221338200075113858E-01   -0.577587522651144354E+03
    0.301470368711944048E+00    0.704676982463902846E+02   -0.374088316617360306E-01   -0.769566737997068540E+00   -0.109818225978130268E+01    0.226805415974506396E-01   -0.577583683621195974E+03
    0.299450912426280247E+00    0.708215205694848891E+02   -0.269429011787636341E-01   -0.903146964661875717E+00   -0.746530293950478541E+00    0.220310193618049911E-01   -0.577501021461844516E+03
    0.314729640901949492E+00    0.687212918119008549E+02    0.177896757728106536E-01   -0.867075148533829942E+00   -0.527875778714856914E+00    0.221643446114351723E-01   -0.577419558445531607E+03
